book i the republic opens with a truly greek scene a
out of your sin for if the righteous are only unpunished
of your sin for if the righteous are only unpunished still
your sin for if the righteous are only unpunished still they
sin for if the righteous are only unpunished still they have
for if the righteous are only unpunished still they have no
if the righteous are only unpunished still they have no further
the righteous are only unpunished still they have no further reward
righteous are only unpunished still they have no further reward while
are only unpunished still they have no further reward while the
only unpunished still they have no further reward while the wicked
unpunished still they have no further reward while the wicked may
still they have no further reward while the wicked may be
they have no further reward while the wicked may be unpunished
have no further reward while the wicked may be unpunished and
no further reward while the wicked may be unpunished and have
further reward while the wicked may be unpunished and have the
reward while the wicked may be unpunished and have the pleasure
while the wicked may be unpunished and have the pleasure of
the wicked may be unpunished and have the pleasure of sinning
wicked may be unpunished and have the pleasure of sinning too
may be unpunished and have the pleasure of sinning too but
be unpunished and have the pleasure of sinning too but what
unpunished and have the pleasure of sinning too but what of
and have the pleasure of sinning too but what of the
have the pleasure of sinning too but what of the world
the pleasure of sinning too but what of the world below
pleasure of sinning too but what of the world below nay
of sinning too but what of the world below nay says
sinning too but what of the world below nay says the
too but what of the world below nay says the argument
but what of the world below nay says the argument there
what of the world below nay says the argument there are
of the world below nay says the argument there are atoning
the world below nay says the argument there are atoning powers
world below nay says the argument there are atoning powers who
below nay says the argument there are atoning powers who will
nay says the argument there are atoning powers who will set
says the argument there are atoning powers who will set that
the argument there are atoning powers who will set that matter
argument there are atoning powers who will set that matter right
there are atoning powers who will set that matter right as
are atoning powers who will set that matter right as the
atoning powers who will set that matter right as the poets
powers who will set that matter right as the poets who
who will set that matter right as the poets who are
will set that matter right as the poets who are the
set that matter right as the poets who are the sons
that matter right as the poets who are the sons of
matter right as the poets who are the sons of the
right as the poets who are the sons of the gods
as the poets who are the sons of the gods tell
the poets who are the sons of the gods tell us
poets who are the sons of the gods tell us and
who are the sons of the gods tell us and this
are the sons of the gods tell us and this is
the sons of the gods tell us and this is confirmed
sons of the gods tell us and this is confirmed by
of the gods tell us and this is confirmed by the
the gods tell us and this is confirmed by the authority
gods tell us and this is confirmed by the authority of
tell us and this is confirmed by the authority of the
us and this is confirmed by the authority of the state
and this is confirmed by the authority of the state how
this is confirmed by the authority of the state how can
is confirmed by the authority of the state how can we
confirmed by the authority of the state how can we resist
by the authority of the state how can we resist such
the authority of the state how can we resist such arguments
authority of the state how can we resist such arguments in
of the state how can we resist such arguments in favour
the state how can we resist such arguments in favour of
state how can we resist such arguments in favour of injustice
how can we resist such arguments in favour of injustice add
can we resist such arguments in favour of injustice add good
we resist such arguments in favour of injustice add good manners
resist such arguments in favour of injustice add good manners and
such arguments in favour of injustice add good manners and as
arguments in favour of injustice add good manners and as the
in favour of injustice add good manners and as the wise
favour of injustice add good manners and as the wise tell
of injustice add good manners and as the wise tell us
injustice add good manners and as the wise tell us we
add good manners and as the wise tell us we shall
good manners and as the wise tell us we shall make
manners and as the wise tell us we shall make the
and as the wise tell us we shall make the best
as the wise tell us we shall make the best of
the wise tell us we shall make the best of both
wise tell us we shall make the best of both worlds
tell us we shall make the best of both worlds who
us we shall make the best of both worlds who that
we shall make the best of both worlds who that is
shall make the best of both worlds who that is not
make the best of both worlds who that is not a
the best of both worlds who that is not a miserable
best of both worlds who that is not a miserable caitiff
of both worlds who that is not a miserable caitiff will
both worlds who that is not a miserable caitiff will refrain
worlds who that is not a miserable caitiff will refrain from
who that is not a miserable caitiff will refrain from smiling
that is not a miserable caitiff will refrain from smiling at
is not a miserable caitiff will refrain from smiling at the
not a miserable caitiff will refrain from smiling at the praises
a miserable caitiff will refrain from smiling at the praises of
miserable caitiff will refrain from smiling at the praises of justice
caitiff will refrain from smiling at the praises of justice even
will refrain from smiling at the praises of justice even if
refrain from smiling at the praises of justice even if a
from smiling at the praises of justice even if a man
smiling at the praises of justice even if a man knows
at the praises of justice even if a man knows the
the praises of justice even if a man knows the better
praises of justice even if a man knows the better part
of justice even if a man knows the better part he
justice even if a man knows the better part he will
even if a man knows the better part he will not
if a man knows the better part he will not be
a man knows the better part he will not be angry
man knows the better part he will not be angry with
knows the better part he will not be angry with others
the better part he will not be angry with others for
better part he will not be angry with others for he
part he will not be angry with others for he knows
he will not be angry with others for he knows also
will not be angry with others for he knows also that
not be angry with others for he knows also that more
be angry with others for he knows also that more than
angry with others for he knows also that more than human
with others for he knows also that more than human virtue
others for he knows also that more than human virtue is
for he knows also that more than human virtue is needed
he knows also that more than human virtue is needed to
knows also that more than human virtue is needed to save
also that more than human virtue is needed to save a
that more than human virtue is needed to save a man
more than human virtue is needed to save a man and
than human virtue is needed to save a man and that
human virtue is needed to save a man and that he
virtue is needed to save a man and that he only
is needed to save a man and that he only praises
needed to save a man and that he only praises justice
to save a man and that he only praises justice who
save a man and that he only praises justice who is
a man and that he only praises justice who is incapable
man and that he only praises justice who is incapable of
and that he only praises justice who is incapable of injustice
that he only praises justice who is incapable of injustice the
he only praises justice who is incapable of injustice the origin
only praises justice who is incapable of injustice the origin of
praises justice who is incapable of injustice the origin of the
justice who is incapable of injustice the origin of the evil
who is incapable of injustice the origin of the evil is
is incapable of injustice the origin of the evil is that
incapable of injustice the origin of the evil is that all
of injustice the origin of the evil is that all men
injustice the origin of the evil is that all men from
the origin of the evil is that all men from the
origin of the evil is that all men from the beginning
of the evil is that all men from the beginning heroes
the evil is that all men from the beginning heroes poets
evil is that all men from the beginning heroes poets instructors
is that all men from the beginning heroes poets instructors of
that all men from the beginning heroes poets instructors of youth
all men from the beginning heroes poets instructors of youth have
men from the beginning heroes poets instructors of youth have always
from the beginning heroes poets instructors of youth have always asserted
the beginning heroes poets instructors of youth have always asserted the
beginning heroes poets instructors of youth have always asserted the temporal
heroes poets instructors of youth have always asserted the temporal dispensation
poets instructors of youth have always asserted the temporal dispensation the
instructors of youth have always asserted the temporal dispensation the honours
of youth have always asserted the temporal dispensation the honours and
youth have always asserted the temporal dispensation the honours and profits
have always asserted the temporal dispensation the honours and profits of
always asserted the temporal dispensation the honours and profits of justice
asserted the temporal dispensation the honours and profits of justice had
the temporal dispensation the honours and profits of justice had we
temporal dispensation the honours and profits of justice had we been
dispensation the honours and profits of justice had we been taught
the honours and profits of justice had we been taught in
honours and profits of justice had we been taught in early
and profits of justice had we been taught in early youth
profits of justice had we been taught in early youth the
of justice had we been taught in early youth the power
justice had we been taught in early youth the power of
had we been taught in early youth the power of justice
we been taught in early youth the power of justice and
been taught in early youth the power of justice and injustice
taught in early youth the power of justice and injustice inherent
in early youth the power of justice and injustice inherent in
early youth the power of justice and injustice inherent in the
youth the power of justice and injustice inherent in the soul
the power of justice and injustice inherent in the soul and
power of justice and injustice inherent in the soul and unseen
of justice and injustice inherent in the soul and unseen by
justice and injustice inherent in the soul and unseen by any
and injustice inherent in the soul and unseen by any human
injustice inherent in the soul and unseen by any human or
inherent in the soul and unseen by any human or divine
in the soul and unseen by any human or divine eye
the soul and unseen by any human or divine eye we
soul and unseen by any human or divine eye we should
and unseen by any human or divine eye we should not
unseen by any human or divine eye we should not have
by any human or divine eye we should not have needed
any human or divine eye we should not have needed others
human or divine eye we should not have needed others to
or divine eye we should not have needed others to be
divine eye we should not have needed others to be our
eye we should not have needed others to be our guardians
we should not have needed others to be our guardians but
should not have needed others to be our guardians but every
not have needed others to be our guardians but every one
have needed others to be our guardians but every one would
needed others to be our guardians but every one would have
others to be our guardians but every one would have been
to be our guardians but every one would have been the
be our guardians but every one would have been the guardian
our guardians but every one would have been the guardian of
guardians but every one would have been the guardian of himself
but every one would have been the guardian of himself this
every one would have been the guardian of himself this is
one would have been the guardian of himself this is what
would have been the guardian of himself this is what i
have been the guardian of himself this is what i want
been the guardian of himself this is what i want you
the guardian of himself this is what i want you to
guardian of himself this is what i want you to show
of himself this is what i want you to show socrates
himself this is what i want you to show socrates other
this is what i want you to show socrates other men
is what i want you to show socrates other men use
what i want you to show socrates other men use arguments
i want you to show socrates other men use arguments which
want you to show socrates other men use arguments which rather
you to show socrates other men use arguments which rather tend
to show socrates other men use arguments which rather tend to
show socrates other men use arguments which rather tend to strengthen
socrates other men use arguments which rather tend to strengthen the
other men use arguments which rather tend to strengthen the position
men use arguments which rather tend to strengthen the position of
use arguments which rather tend to strengthen the position of thrasymachus
arguments which rather tend to strengthen the position of thrasymachus that
which rather tend to strengthen the position of thrasymachus that might
rather tend to strengthen the position of thrasymachus that might is
tend to strengthen the position of thrasymachus that might is right
to strengthen the position of thrasymachus that might is right but
strengthen the position of thrasymachus that might is right but from
the position of thrasymachus that might is right but from you
position of thrasymachus that might is right but from you i
of thrasymachus that might is right but from you i expect
thrasymachus that might is right but from you i expect better
that might is right but from you i expect better things
might is right but from you i expect better things and
is right but from you i expect better things and please
right but from you i expect better things and please as
but from you i expect better things and please as glaucon
from you i expect better things and please as glaucon said
you i expect better things and please as glaucon said to
i expect better things and please as glaucon said to exclude
expect better things and please as glaucon said to exclude reputation
better things and please as glaucon said to exclude reputation let
things and please as glaucon said to exclude reputation let the
and please as glaucon said to exclude reputation let the just
please as glaucon said to exclude reputation let the just be
as glaucon said to exclude reputation let the just be thought
glaucon said to exclude reputation let the just be thought unjust
said to exclude reputation let the just be thought unjust and
to exclude reputation let the just be thought unjust and the
exclude reputation let the just be thought unjust and the unjust
reputation let the just be thought unjust and the unjust just
let the just be thought unjust and the unjust just and
the just be thought unjust and the unjust just and do
just be thought unjust and the unjust just and do you
be thought unjust and the unjust just and do you still
thought unjust and the unjust just and do you still prove
unjust and the unjust just and do you still prove to
and the unjust just and do you still prove to us
the unjust just and do you still prove to us the
unjust just and do you still prove to us the superiority
just and do you still prove to us the superiority of
and do you still prove to us the superiority of justice
do you still prove to us the superiority of justice the
you still prove to us the superiority of justice the thesis
still prove to us the superiority of justice the thesis which
prove to us the superiority of justice the thesis which for
to us the superiority of justice the thesis which for the
us the superiority of justice the thesis which for the sake
the superiority of justice the thesis which for the sake of
superiority of justice the thesis which for the sake of argument
of justice the thesis which for the sake of argument has
justice the thesis which for the sake of argument has been
the thesis which for the sake of argument has been maintained
thesis which for the sake of argument has been maintained by
which for the sake of argument has been maintained by glaucon
for the sake of argument has been maintained by glaucon is
the sake of argument has been maintained by glaucon is the
sake of argument has been maintained by glaucon is the converse
of argument has been maintained by glaucon is the converse of
argument has been maintained by glaucon is the converse of that
has been maintained by glaucon is the converse of that of
been maintained by glaucon is the converse of that of thrasymachus
maintained by glaucon is the converse of that of thrasymachus not
by glaucon is the converse of that of thrasymachus not right
glaucon is the converse of that of thrasymachus not right is
is the converse of that of thrasymachus not right is the
the converse of that of thrasymachus not right is the interest
converse of that of thrasymachus not right is the interest of
of that of thrasymachus not right is the interest of the
that of thrasymachus not right is the interest of the stronger
of thrasymachus not right is the interest of the stronger but
thrasymachus not right is the interest of the stronger but right
not right is the interest of the stronger but right is
right is the interest of the stronger but right is the
is the interest of the stronger but right is the necessity
the interest of the stronger but right is the necessity of
interest of the stronger but right is the necessity of the
of the stronger but right is the necessity of the weaker
the stronger but right is the necessity of the weaker starting
stronger but right is the necessity of the weaker starting from
but right is the necessity of the weaker starting from the
right is the necessity of the weaker starting from the same
is the necessity of the weaker starting from the same premises
the necessity of the weaker starting from the same premises he
necessity of the weaker starting from the same premises he carries
of the weaker starting from the same premises he carries the
the weaker starting from the same premises he carries the analysis
weaker starting from the same premises he carries the analysis of
starting from the same premises he carries the analysis of society
from the same premises he carries the analysis of society a
the same premises he carries the analysis of society a step
same premises he carries the analysis of society a step further
premises he carries the analysis of society a step further back
he carries the analysis of society a step further back might
carries the analysis of society a step further back might is
the analysis of society a step further back might is still
analysis of society a step further back might is still right
of society a step further back might is still right but
society a step further back might is still right but the
a step further back might is still right but the might
step further back might is still right but the might is
further back might is still right but the might is the
back might is still right but the might is the weakness
might is still right but the might is the weakness of
is still right but the might is the weakness of the
still right but the might is the weakness of the many
right but the might is the weakness of the many combined
but the might is the weakness of the many combined against
the might is the weakness of the many combined against the
might is the weakness of the many combined against the strength
is the weakness of the many combined against the strength of
the weakness of the many combined against the strength of the
weakness of the many combined against the strength of the few
of the many combined against the strength of the few there
the many combined against the strength of the few there have
many combined against the strength of the few there have been
combined against the strength of the few there have been theories
against the strength of the few there have been theories in
the strength of the few there have been theories in modern
strength of the few there have been theories in modern as
of the few there have been theories in modern as well
the few there have been theories in modern as well as
few there have been theories in modern as well as in
there have been theories in modern as well as in ancient
have been theories in modern as well as in ancient times
been theories in modern as well as in ancient times which
theories in modern as well as in ancient times which have
in modern as well as in ancient times which have a
modern as well as in ancient times which have a family
as well as in ancient times which have a family likeness
well as in ancient times which have a family likeness to
as in ancient times which have a family likeness to the
in ancient times which have a family likeness to the speculations
ancient times which have a family likeness to the speculations of
times which have a family likeness to the speculations of glaucon
which have a family likeness to the speculations of glaucon e
have a family likeness to the speculations of glaucon e g
a family likeness to the speculations of glaucon e g that
family likeness to the speculations of glaucon e g that power
likeness to the speculations of glaucon e g that power is
to the speculations of glaucon e g that power is the
the speculations of glaucon e g that power is the foundation
speculations of glaucon e g that power is the foundation of
of glaucon e g that power is the foundation of right
glaucon e g that power is the foundation of right or
e g that power is the foundation of right or that
g that power is the foundation of right or that a
that power is the foundation of right or that a monarch
power is the foundation of right or that a monarch has
is the foundation of right or that a monarch has a
the foundation of right or that a monarch has a divine
foundation of right or that a monarch has a divine right
of right or that a monarch has a divine right to
right or that a monarch has a divine right to govern
or that a monarch has a divine right to govern well
that a monarch has a divine right to govern well or
a monarch has a divine right to govern well or ill
monarch has a divine right to govern well or ill or
has a divine right to govern well or ill or that
a divine right to govern well or ill or that virtue
divine right to govern well or ill or that virtue is
right to govern well or ill or that virtue is self
to govern well or ill or that virtue is self love
govern well or ill or that virtue is self love or
well or ill or that virtue is self love or the
or ill or that virtue is self love or the love
ill or that virtue is self love or the love of
or that virtue is self love or the love of power
that virtue is self love or the love of power or
virtue is self love or the love of power or that
is self love or the love of power or that war
self love or the love of power or that war is
love or the love of power or that war is the
or the love of power or that war is the natural
the love of power or that war is the natural state
love of power or that war is the natural state of
of power or that war is the natural state of man
power or that war is the natural state of man or
or that war is the natural state of man or that
that war is the natural state of man or that private
war is the natural state of man or that private vices
is the natural state of man or that private vices are
the natural state of man or that private vices are public
natural state of man or that private vices are public benefits
state of man or that private vices are public benefits all
of man or that private vices are public benefits all such
man or that private vices are public benefits all such theories
or that private vices are public benefits all such theories have
that private vices are public benefits all such theories have a
private vices are public benefits all such theories have a kind
vices are public benefits all such theories have a kind of
are public benefits all such theories have a kind of plausibility
public benefits all such theories have a kind of plausibility from
benefits all such theories have a kind of plausibility from their
all such theories have a kind of plausibility from their partial
such theories have a kind of plausibility from their partial agreement
theories have a kind of plausibility from their partial agreement with
have a kind of plausibility from their partial agreement with experience
a kind of plausibility from their partial agreement with experience for
kind of plausibility from their partial agreement with experience for human
of plausibility from their partial agreement with experience for human nature
plausibility from their partial agreement with experience for human nature oscillates
from their partial agreement with experience for human nature oscillates between
their partial agreement with experience for human nature oscillates between good
partial agreement with experience for human nature oscillates between good and
agreement with experience for human nature oscillates between good and evil
with experience for human nature oscillates between good and evil and
experience for human nature oscillates between good and evil and the
for human nature oscillates between good and evil and the motives
human nature oscillates between good and evil and the motives of
nature oscillates between good and evil and the motives of actions
oscillates between good and evil and the motives of actions and
between good and evil and the motives of actions and the
good and evil and the motives of actions and the origin
and evil and the motives of actions and the origin of
evil and the motives of actions and the origin of institutions
and the motives of actions and the origin of institutions may
the motives of actions and the origin of institutions may be
motives of actions and the origin of institutions may be explained
of actions and the origin of institutions may be explained to
actions and the origin of institutions may be explained to a
and the origin of institutions may be explained to a certain
the origin of institutions may be explained to a certain extent
origin of institutions may be explained to a certain extent on
of institutions may be explained to a certain extent on either
institutions may be explained to a certain extent on either hypothesis
may be explained to a certain extent on either hypothesis according
be explained to a certain extent on either hypothesis according to
explained to a certain extent on either hypothesis according to the
to a certain extent on either hypothesis according to the character
a certain extent on either hypothesis according to the character or
certain extent on either hypothesis according to the character or point
extent on either hypothesis according to the character or point of
on either hypothesis according to the character or point of view
either hypothesis according to the character or point of view of
hypothesis according to the character or point of view of a
according to the character or point of view of a particular
to the character or point of view of a particular thinker
the character or point of view of a particular thinker the
character or point of view of a particular thinker the obligation
or point of view of a particular thinker the obligation of
point of view of a particular thinker the obligation of maintaining
of view of a particular thinker the obligation of maintaining authority
view of a particular thinker the obligation of maintaining authority under
of a particular thinker the obligation of maintaining authority under all
a particular thinker the obligation of maintaining authority under all circumstances
particular thinker the obligation of maintaining authority under all circumstances and
thinker the obligation of maintaining authority under all circumstances and sometimes
the obligation of maintaining authority under all circumstances and sometimes by
obligation of maintaining authority under all circumstances and sometimes by rather
of maintaining authority under all circumstances and sometimes by rather questionable
maintaining authority under all circumstances and sometimes by rather questionable means
authority under all circumstances and sometimes by rather questionable means is
under all circumstances and sometimes by rather questionable means is felt
all circumstances and sometimes by rather questionable means is felt strongly
circumstances and sometimes by rather questionable means is felt strongly and
and sometimes by rather questionable means is felt strongly and has
sometimes by rather questionable means is felt strongly and has become
by rather questionable means is felt strongly and has become a
rather questionable means is felt strongly and has become a sort
questionable means is felt strongly and has become a sort of
means is felt strongly and has become a sort of instinct
is felt strongly and has become a sort of instinct among
felt strongly and has become a sort of instinct among civilized
strongly and has become a sort of instinct among civilized men
and has become a sort of instinct among civilized men the
has become a sort of instinct among civilized men the divine
become a sort of instinct among civilized men the divine right
a sort of instinct among civilized men the divine right of
sort of instinct among civilized men the divine right of kings
of instinct among civilized men the divine right of kings or
instinct among civilized men the divine right of kings or more
among civilized men the divine right of kings or more generally
civilized men the divine right of kings or more generally of
men the divine right of kings or more generally of governments
the divine right of kings or more generally of governments is
divine right of kings or more generally of governments is one
right of kings or more generally of governments is one of
of kings or more generally of governments is one of the
kings or more generally of governments is one of the forms
or more generally of governments is one of the forms under
more generally of governments is one of the forms under which
generally of governments is one of the forms under which this
of governments is one of the forms under which this natural
governments is one of the forms under which this natural feeling
is one of the forms under which this natural feeling is
one of the forms under which this natural feeling is expressed
of the forms under which this natural feeling is expressed nor
the forms under which this natural feeling is expressed nor again
forms under which this natural feeling is expressed nor again is
under which this natural feeling is expressed nor again is there
which this natural feeling is expressed nor again is there any
this natural feeling is expressed nor again is there any evil
natural feeling is expressed nor again is there any evil which
feeling is expressed nor again is there any evil which has
is expressed nor again is there any evil which has not
expressed nor again is there any evil which has not some
nor again is there any evil which has not some accompaniment
again is there any evil which has not some accompaniment of
is there any evil which has not some accompaniment of good
there any evil which has not some accompaniment of good or
any evil which has not some accompaniment of good or pleasure
evil which has not some accompaniment of good or pleasure nor
which has not some accompaniment of good or pleasure nor any
has not some accompaniment of good or pleasure nor any good
not some accompaniment of good or pleasure nor any good which
some accompaniment of good or pleasure nor any good which is
accompaniment of good or pleasure nor any good which is free
of good or pleasure nor any good which is free from
good or pleasure nor any good which is free from some
or pleasure nor any good which is free from some alloy
pleasure nor any good which is free from some alloy of
nor any good which is free from some alloy of evil
any good which is free from some alloy of evil nor
good which is free from some alloy of evil nor any
which is free from some alloy of evil nor any noble
is free from some alloy of evil nor any noble or
free from some alloy of evil nor any noble or generous
from some alloy of evil nor any noble or generous thought
some alloy of evil nor any noble or generous thought which
alloy of evil nor any noble or generous thought which may
of evil nor any noble or generous thought which may not
evil nor any noble or generous thought which may not be
nor any noble or generous thought which may not be attended
any noble or generous thought which may not be attended by
noble or generous thought which may not be attended by a
or generous thought which may not be attended by a shadow
generous thought which may not be attended by a shadow or
thought which may not be attended by a shadow or the
which may not be attended by a shadow or the ghost
may not be attended by a shadow or the ghost of
not be attended by a shadow or the ghost of a
be attended by a shadow or the ghost of a shadow
attended by a shadow or the ghost of a shadow of
by a shadow or the ghost of a shadow of self
a shadow or the ghost of a shadow of self interest
shadow or the ghost of a shadow of self interest or
or the ghost of a shadow of self interest or of
the ghost of a shadow of self interest or of self
ghost of a shadow of self interest or of self love
of a shadow of self interest or of self love we
a shadow of self interest or of self love we know
shadow of self interest or of self love we know that
of self interest or of self love we know that all
self interest or of self love we know that all human
interest or of self love we know that all human actions
or of self love we know that all human actions are
of self love we know that all human actions are imperfect
self love we know that all human actions are imperfect but
love we know that all human actions are imperfect but we
we know that all human actions are imperfect but we do
know that all human actions are imperfect but we do not
that all human actions are imperfect but we do not therefore
all human actions are imperfect but we do not therefore attribute
human actions are imperfect but we do not therefore attribute them
actions are imperfect but we do not therefore attribute them to
are imperfect but we do not therefore attribute them to the
imperfect but we do not therefore attribute them to the worse
but we do not therefore attribute them to the worse rather
we do not therefore attribute them to the worse rather than
do not therefore attribute them to the worse rather than to
not therefore attribute them to the worse rather than to the
therefore attribute them to the worse rather than to the better
attribute them to the worse rather than to the better motive
them to the worse rather than to the better motive or
to the worse rather than to the better motive or principle
the worse rather than to the better motive or principle such
worse rather than to the better motive or principle such a
rather than to the better motive or principle such a philosophy
than to the better motive or principle such a philosophy is
to the better motive or principle such a philosophy is both
the better motive or principle such a philosophy is both foolish
better motive or principle such a philosophy is both foolish and
motive or principle such a philosophy is both foolish and false
or principle such a philosophy is both foolish and false like
principle such a philosophy is both foolish and false like that
such a philosophy is both foolish and false like that opinion
a philosophy is both foolish and false like that opinion of
philosophy is both foolish and false like that opinion of the
is both foolish and false like that opinion of the clever
both foolish and false like that opinion of the clever rogue
foolish and false like that opinion of the clever rogue who
and false like that opinion of the clever rogue who assumes
false like that opinion of the clever rogue who assumes all
like that opinion of the clever rogue who assumes all other
that opinion of the clever rogue who assumes all other men
opinion of the clever rogue who assumes all other men to
of the clever rogue who assumes all other men to be
the clever rogue who assumes all other men to be like
clever rogue who assumes all other men to be like himself
rogue who assumes all other men to be like himself and
who assumes all other men to be like himself and theories
assumes all other men to be like himself and theories of
all other men to be like himself and theories of this
other men to be like himself and theories of this sort
men to be like himself and theories of this sort do
to be like himself and theories of this sort do not
be like himself and theories of this sort do not represent
like himself and theories of this sort do not represent the
himself and theories of this sort do not represent the real
and theories of this sort do not represent the real nature
theories of this sort do not represent the real nature of
of this sort do not represent the real nature of the
this sort do not represent the real nature of the state
sort do not represent the real nature of the state which
do not represent the real nature of the state which is
not represent the real nature of the state which is based
represent the real nature of the state which is based on
the real nature of the state which is based on a
real nature of the state which is based on a vague
nature of the state which is based on a vague sense
of the state which is based on a vague sense of
the state which is based on a vague sense of right
state which is based on a vague sense of right gradually
which is based on a vague sense of right gradually corrected
is based on a vague sense of right gradually corrected and
based on a vague sense of right gradually corrected and enlarged
on a vague sense of right gradually corrected and enlarged by
a vague sense of right gradually corrected and enlarged by custom
vague sense of right gradually corrected and enlarged by custom and
sense of right gradually corrected and enlarged by custom and law
of right gradually corrected and enlarged by custom and law although
right gradually corrected and enlarged by custom and law although capable
gradually corrected and enlarged by custom and law although capable also
corrected and enlarged by custom and law although capable also of
and enlarged by custom and law although capable also of perversion
enlarged by custom and law although capable also of perversion any
by custom and law although capable also of perversion any more
custom and law although capable also of perversion any more than
and law although capable also of perversion any more than they
law although capable also of perversion any more than they describe
although capable also of perversion any more than they describe the
capable also of perversion any more than they describe the origin
also of perversion any more than they describe the origin of
of perversion any more than they describe the origin of society
perversion any more than they describe the origin of society which
any more than they describe the origin of society which is
more than they describe the origin of society which is to
than they describe the origin of society which is to be
they describe the origin of society which is to be sought
describe the origin of society which is to be sought in
the origin of society which is to be sought in the
origin of society which is to be sought in the family
of society which is to be sought in the family and
society which is to be sought in the family and in
which is to be sought in the family and in the
is to be sought in the family and in the social
to be sought in the family and in the social and
be sought in the family and in the social and religious
sought in the family and in the social and religious feelings
in the family and in the social and religious feelings of
the family and in the social and religious feelings of man
family and in the social and religious feelings of man nor
and in the social and religious feelings of man nor do
in the social and religious feelings of man nor do they
the social and religious feelings of man nor do they represent
social and religious feelings of man nor do they represent the
and religious feelings of man nor do they represent the average
religious feelings of man nor do they represent the average character
feelings of man nor do they represent the average character of
of man nor do they represent the average character of individuals
man nor do they represent the average character of individuals which
nor do they represent the average character of individuals which cannot
do they represent the average character of individuals which cannot be
they represent the average character of individuals which cannot be explained
represent the average character of individuals which cannot be explained simply
the average character of individuals which cannot be explained simply on
average character of individuals which cannot be explained simply on a
character of individuals which cannot be explained simply on a theory
of individuals which cannot be explained simply on a theory of
individuals which cannot be explained simply on a theory of evil
which cannot be explained simply on a theory of evil but
cannot be explained simply on a theory of evil but has
be explained simply on a theory of evil but has always
explained simply on a theory of evil but has always a
simply on a theory of evil but has always a counteracting
on a theory of evil but has always a counteracting element
a theory of evil but has always a counteracting element of
theory of evil but has always a counteracting element of good
of evil but has always a counteracting element of good and
evil but has always a counteracting element of good and as
but has always a counteracting element of good and as men
has always a counteracting element of good and as men become
always a counteracting element of good and as men become better
a counteracting element of good and as men become better such
counteracting element of good and as men become better such theories
element of good and as men become better such theories appear
of good and as men become better such theories appear more
good and as men become better such theories appear more and
and as men become better such theories appear more and more
as men become better such theories appear more and more untruthful
men become better such theories appear more and more untruthful to
become better such theories appear more and more untruthful to them
better such theories appear more and more untruthful to them because
such theories appear more and more untruthful to them because they
theories appear more and more untruthful to them because they are
appear more and more untruthful to them because they are more
more and more untruthful to them because they are more conscious
and more untruthful to them because they are more conscious of
more untruthful to them because they are more conscious of their
untruthful to them because they are more conscious of their own
to them because they are more conscious of their own disinterestedness
them because they are more conscious of their own disinterestedness a
because they are more conscious of their own disinterestedness a little
they are more conscious of their own disinterestedness a little experience
are more conscious of their own disinterestedness a little experience may
more conscious of their own disinterestedness a little experience may make
conscious of their own disinterestedness a little experience may make a
of their own disinterestedness a little experience may make a man
their own disinterestedness a little experience may make a man a
own disinterestedness a little experience may make a man a cynic
disinterestedness a little experience may make a man a cynic a
a little experience may make a man a cynic a great
little experience may make a man a cynic a great deal
